start_time,execution_time,part_numbers,n_suppliers,LTL_zones,horizon,obj_value,obj_bound,obj_gap,trans_costs,order_cost,load_car_rent,load_car_invest,share_suppl_FTL,share_suppl_CES,share_suppl_LTL
2023-07-26_16:16:26.250883,3.563114881515503,3927,75,20,10,14651.100804328926,14651.100804328926,0.0,8917.826692468385,4500.0,109.92881391418871,4783.284990063911,0.0,53.333333333333336,46.666666666666664
2023-07-26_16:16:32.658177,1.816770076751709,3927,75,20,10,14594.60597581309,14593.543356964674,7.280901246512788e-05,8958.906010438684,4100.0,159.40112722886488,2084.780792863834,0.0,44.0,56.00000000000001
2023-07-26_16:16:39.067762,1.8275108337402344,3927,75,20,10,15031.095044010075,15031.09504401007,0.0,9046.099508084497,4350.0,160.66066810537464,2232.784181382952,0.0,40.0,60.0
2023-07-26_16:16:45.345266,1.7063641548156738,3927,75,20,10,14442.505694927637,14442.505694927637,0.0,9309.681874117132,3950.0,138.75996523824395,3886.2804236387165,0.0,40.0,60.0
2023-07-26_16:16:51.525063,1.6147592067718506,3927,75,20,15,15322.571124907163,15322.225835874628,2.2534666650947727e-05,9124.949524884212,4250.0,142.80104155893252,5043.738600178086,0.0,34.66666666666667,65.33333333333333
2023-07-26_16:16:59.806952,1.9853277206420898,3927,75,20,15,18590.289630352563,18590.289630352563,0.0,12925.760752616538,4449.999999999999,235.55936729967976,5616.255823757764,0.0,34.66666666666667,64.0
2023-07-26_16:17:09.390470,3.1794581413269043,3927,75,20,15,19077.12234868842,19077.12234868842,0.0,12506.737950321252,4599.999929790855,183.13041317599328,4326.202784929272,0.0,44.0,56.00000000000001
2023-07-26_16:17:18.962392,3.104388952255249,3927,75,20,15,18729.51132231083,18729.51132231083,0.0,12711.285137188497,4850.0,200.2237858138783,7482.5532184127505,0.0,36.0,64.0
2023-07-26_16:17:29.545343,4.140639781951904,3927,75,20,15,19213.99318352729,19213.67058576713,1.6789730124293762e-05,12536.629843663004,4900.0,200.20126172773718,4889.824787007054,0.0,46.666666666666664,53.333333333333336
2023-07-26_16:17:40.073233,3.707934617996216,3927,75,20,20,19076.093364495595,19075.81893656136,1.4385960950684469e-05,12498.790032858531,4899.999994568694,335.1567809439952,1218.0808892849097,0.0,49.333333333333336,50.66666666666667
2023-07-26_16:17:53.096473,4.696411848068237,3927,75,20,20,24107.47302518473,24107.47302518473,0.0,16641.132424171406,5200.000000990217,251.28124089678946,5076.472026629038,0.0,28.000000000000004,72.0
2023-07-26_16:18:08.472831,6.894644260406494,3927,75,20,20,22808.258326038478,22808.258326038478,0.0,15986.850714673636,5100.0,230.07722170625274,2178.9072676071382,0.0,49.333333333333336,50.66666666666667
2023-07-26_16:18:26.052881,8.980788230895996,3927,75,20,20,22245.938012417555,22245.423968612384,2.3107310866563798e-05,16098.386450704522,4550.0,279.48794695472225,7748.7000997560335,0.0,45.33333333333333,54.666666666666664
2023-07-26_16:18:42.666568,7.8800764083862305,3927,75,20,20,22961.74569299742,22961.74569299742,0.0,16022.094359147612,4800.000000974054,339.97325019131995,7750.823765095142,0.0,46.666666666666664,53.333333333333336
2023-07-26_16:18:58.150688,6.862231016159058,3927,75,34,10,23076.998112323367,23076.998112323367,0.0,16190.517128639138,4800.0,315.62744898582434,7601.785263132091,0.0,36.0,64.0
2023-07-26_16:19:05.477828,1.6080472469329834,3927,75,34,10,14952.04998925955,14952.049806081784,1.2251013502122766e-08,9044.98798859713,4250.0,146.0222530845683,5410.435712270396,0.0,36.0,64.0
2023-07-26_16:19:13.156964,2.443894624710083,3927,75,34,10,15379.421439416898,15379.421241760941,1.2851976054515292e-08,9136.767655208163,4500.0,134.04443513790096,3590.0263959275976,0.0,37.333333333333336,62.66666666666667
2023-07-26_16:19:20.860013,2.49959659576416,3927,75,34,10,15038.28077196198,15038.28077196198,0.0,9172.350664683087,4200.0,142.58578180009988,1885.1302819565008,0.0,40.0,60.0
2023-07-26_16:19:28.106881,1.9426419734954834,3927,75,34,10,14535.907807660202,14535.220572426857,4.7278452948268814e-05,9029.512118443783,4250.0,102.82475753980552,5023.687520272646,0.0,41.333333333333336,58.666666666666664
2023-07-26_16:19:34.896448,1.5916285514831543,3927,75,34,15,14813.776883442817,14813.412438998494,2.460172359763219e-05,9469.021931945554,3850.0,145.5728683486029,3180.5230998982966,0.0,30.666666666666664,69.33333333333334
2023-07-26_16:19:45.033366,2.886127471923828,3927,75,34,15,18790.611894859805,18790.576293377264,1.8946420020965606e-06,12634.399001402417,4450.0,168.82744864071728,2978.481974070093,0.0,41.333333333333336,58.666666666666664
2023-07-26_16:19:57.111274,4.7791595458984375,3927,75,34,15,18516.87117337488,18516.87117337488,0.0,12396.981829993327,4950.0,224.79239410726007,2223.5506964505817,0.0,53.333333333333336,46.666666666666664
2023-07-26_16:20:07.580409,3.0686700344085693,3927,75,34,15,18977.52046691666,18977.52046691666,0.0,12753.85363022821,4400.0,179.52714335484433,3465.577759926708,0.0,40.0,60.0
2023-07-26_16:20:17.635871,2.722562551498413,3927,75,34,15,19304.398251663933,19304.39825166393,0.0,13079.238608174408,4549.999999999999,208.6039341494043,4828.367164224664,0.0,29.333333333333332,69.33333333333334
2023-07-26_16:20:29.538011,4.543402910232544,3927,75,34,20,19160.281639593588,19160.281639593588,0.0,12203.539115134427,4750.0,212.59952073379225,4043.7415132851747,0.0,49.333333333333336,50.66666666666667
2023-07-26_16:20:59.192020,20.134819269180298,3927,75,34,20,21866.476193616047,21866.420272657968,2.557383164238997e-06,15339.349395379915,4550.000000000002,195.99520104264766,10269.661544459868,0.0,64.0,34.66666666666667
2023-07-26_16:21:15.479737,6.766774415969849,3927,75,34,20,23089.577417607597,23089.577417607597,0.0,16203.329298961145,5150.0,176.4504414930048,4908.468516448988,0.0,41.333333333333336,58.666666666666664
2023-07-26_16:21:37.679057,12.737897157669067,3927,75,34,20,22781.6510124491,22779.59058273962,9.044251043762023e-05,15774.576799225986,4699.9999919733555,244.21692053450158,3299.5253665853725,0.0,54.666666666666664,45.33333333333333
